State,City,Population,"Violent crime","Murder and nonnegligent manslaughter",Rape,Robbery,"Aggravated assault","Property crime",Burglary,"Larceny-theft","Motor vehicle theft",Arson
New Mexico,Magdalena,873,3,1,0,0,2,13,3,9,1,
New Mexico,Mesilla,"1,826",0,0,0,0,0,0,0,0,0,
New Mexico,Milan,"3,632",4,0,0,0,4,4,2,2,0,
New Mexico,Moriarty,"1,792",5,0,2,0,3,54,20,25,9,
New Mexico,Peralta,"3,586",22,0,0,0,22,37,11,23,3,
New Mexico,Portales,"11,675",55,1,6,2,46,305,92,179,34,
New Mexico,Questa,"1,753",3,0,1,2,0,10,0,10,0,
New Mexico,Raton,"5,939",16,0,0,0,16,50,10,39,1,
New Mexico,Rio Rancho,"99,359",189,3,32,20,134,"1,474",261,"1,084",129,
New Mexico,Roswell,"47,533",404,9,61,36,298,"1,793",301,"1,362",130,27
New Mexico,Ruidoso,"7,826",31,2,4,1,24,206,77,120,9,
New Mexico,Ruidoso Downs,"2,575",19,0,0,1,18,112,32,73,7,
New Mexico,Santa Clara,"1,765",5,0,0,0,5,12,4,7,1,
New Mexico,Santa Rosa,"2,639",18,0,0,0,18,60,18,39,3,
New Mexico,San Ysidro,199,1,0,0,0,1,0,0,0,0,
New Mexico,Springer,898,7,0,0,0,7,12,3,6,3,
New Mexico,Sunland Park,"18,103",65,0,9,2,54,189,58,114,17,1
New Mexico,Taos,"5,963",19,0,0,4,15,317,50,249,18,
New Mexico,Taos Ski Valley,69,0,0,0,0,0,5,1,4,0,
New Mexico,Tatum,823,0,0,0,0,0,0,0,0,0,
New Mexico,Texico,"1,078",0,0,0,0,0,4,2,2,0,
New Mexico,Truth or Consequences,"5,791",20,0,0,0,20,65,16,46,3,
New Mexico,Tularosa,"2,988",7,1,0,0,6,56,21,34,1,
New York,Adams Village,"1,735",0,0,0,0,0,0,0,0,0,0
New York,Addison Town and Village,"2,471",3,0,0,0,3,5,0,5,0,0
New York,Afton Village,796,0,0,0,0,0,0,0,0,0,0
New York,Akron Village,"2,851",1,0,0,0,1,5,1,4,0,0
New York,Albany,"97,221",736,4,60,189,483,"2,919",445,"2,315",159,16
New York,Albion Village,"5,802",17,0,2,1,14,147,27,115,5,2
New York,Alfred Village,"3,988",1,0,0,0,1,23,5,18,0,0
New York,Allegany Village,"1,707",1,0,0,0,1,9,0,8,1,0
New York,Amherst Town,"120,864",141,2,11,42,86,"1,840",157,"1,640",43,5
New York,Amityville Village,"9,430",3,1,0,0,2,68,12,52,4,0
New York,Amsterdam,"17,773",40,1,3,7,29,220,49,158,13,3
New York,Angelica Village,818,0,0,0,0,0,0,0,0,0,0
New York,Arcade Village,"1,933",2,0,0,0,2,6,1,5,0,0
New York,Ardsley Village,"4,538",1,0,1,0,0,21,3,17,1,0
New York,Asharoken Village,644,0,0,0,0,0,0,0,0,0,0
New York,Attica Village,"2,411",0,0,0,0,0,5,0,5,0,0
New York,Baldwinsville Village,"7,931",0,0,0,0,0,46,4,41,1,3
New York,Ballston Spa Village,"5,257",2,0,1,0,1,31,3,27,1,0
New York,Barker,505,0,0,0,0,0,0,0,0,0,0
New York,Bath Village,"5,446",12,0,2,3,7,73,14,59,0,0
New York,Beacon,"14,510",24,1,4,6,13,150,15,128,7,0
New York,Bedford Town,"17,791",1,0,0,0,1,57,4,52,1,0
New York,Belmont Village,904,0,0,0,0,0,3,0,3,0,0
New York,Bethlehem Town,"35,275",29,0,11,2,16,438,41,391,6,0
New York,Binghamton,"44,475",355,2,42,66,245,"1,907",417,"1,429",61,16
New York,Black River,"1,253",0,0,0,0,0,8,0,8,0,0
New York,Blasdell Village,"2,665",5,0,0,2,3,39,7,30,2,0
New York,Blooming Grove Town,"11,816",6,0,1,0,5,54,8,45,1,0
New York,Bolton Town,"2,251",0,0,0,0,0,10,1,8,1,0
New York,Boonville Village,"1,995",1,0,1,0,0,11,2,8,1,
New York,Brant Town,"2,055",0,0,0,0,0,5,0,4,1,0
New York,Brewster,"2,345",0,0,0,0,0,5,0,5,0,0
New York,Briarcliff Manor Village,"8,267",0,0,0,0,0,30,1,29,0,0
New York,Brighton Town,"36,036",25,0,5,4,16,611,85,507,19,0
New York,Brockport Village,"8,241",10,0,3,1,6,59,5,52,2,0
New York,Bronxville Village,"6,459",0,0,0,0,0,34,5,28,1,0
New York,Brownville Village,"1,093",0,0,0,0,0,1,0,1,0,0
New York,Buchanan Village,"2,243",2,0,1,1,0,6,0,6,0,0
New York,Buffalo,"255,686","2,533",47,121,802,"1,563","8,298","1,610","6,009",679,143
New York,Cairo Town,"6,413",1,0,0,0,1,30,5,24,1,0
New York,Cambridge Village,"1,794",0,0,0,0,0,19,2,17,0,0
New York,Camden Village,"2,164",0,0,0,0,0,24,1,22,1,0
New York,Camillus Town and Village,"24,160",17,0,7,2,8,277,22,245,10,2
New York,Canajoharie Village,"2,136",1,0,1,0,0,15,2,12,1,0
New York,Canandaigua,"10,217",45,0,22,3,20,178,22,148,8,0
New York,Canastota Village,"4,513",7,0,3,1,3,33,7,24,2,1
New York,Canisteo Village,"2,131",4,0,2,0,2,3,0,3,0,0
New York,Canton Village,"6,407",3,0,1,0,2,18,2,16,0,0
New York,Cape Vincent Village,702,0,0,0,0,0,0,0,0,0,0
New York,Carmel Town,"34,251",8,0,0,0,8,76,5,69,2,0
New York,Carroll Town,"3,329",0,0,0,0,0,19,5,14,0,0
New York,Carthage Village,"3,336",1,0,1,0,0,45,3,41,1,0
New York,Catskill Village,"3,797",6,0,0,1,5,71,18,52,1,0
New York,Cattaraugus Village,907,0,0,0,0,0,0,0,0,0,0
New York,Cayuga Heights Village,"3,666",0,0,0,0,0,7,1,6,0,0
New York,Cazenovia Village,"2,842",2,0,1,0,1,18,3,15,0,0
New York,Central Square Village,"1,749",0,0,0,0,0,63,1,62,0,1
New York,Centre Island Village,410,0,0,0,0,0,1,1,0,0,0
New York,Chatham Village,"1,619",0,0,0,0,0,3,0,3,0,0
New York,Cheektowaga Town,"76,821",187,2,15,57,113,"2,153",208,"1,856",89,4
New York,Chester Town,"8,043",8,0,1,3,4,7,0,7,0,0
New York,Chester Village,"4,120",0,0,0,0,0,16,0,16,0,0
New York,Chittenango Village,"4,835",1,0,0,0,1,19,1,16,2,0
New York,Cicero Town,"28,732",5,0,1,1,3,174,18,150,6,0
New York,Clarkstown Town,"80,599",56,0,12,11,33,985,33,918,34,2
New York,Clayton Village,"1,828",0,0,0,0,0,12,1,11,0,0
New York,Clyde Village,"1,937",3,0,0,1,2,23,8,15,0,0
New York,Cobleskill Village,"4,329",15,0,2,1,12,51,2,48,1,1
New York,Coeymans Town,"7,297",17,0,2,1,14,71,4,65,2,0
New York,Cohocton Town,"2,452",0,0,0,0,0,0,0,0,0,0
New York,Cohoes,"16,717",37,2,5,3,27,153,14,127,12,1
New York,Colchester Town,"1,965",5,0,1,1,3,14,3,9,2,0
New York,Cold Spring Village,"1,955",1,0,0,0,1,2,1,1,0,0
New York,Colonie Town,"79,509",62,0,10,19,33,"1,870",120,"1,716",34,5
New York,Cornwall-on-Hudson Village,"2,914",1,0,0,0,1,15,1,14,0,0
New York,Cornwall Town,"9,502",2,0,1,0,1,7,2,5,0,0
New York,Cortland,"18,655",55,0,27,6,22,325,77,246,2,1
New York,Coxsackie Village,"2,653",0,0,0,0,0,1,0,1,0,0
New York,Crawford Town,"9,171",1,0,0,1,0,64,13,49,2,1
New York,Croton-on-Hudson Village,"8,131",3,0,0,0,3,36,2,32,2,0
New York,Cuba Town,"3,083",1,0,0,0,1,27,3,24,0,0
New York,Dansville Village,"4,389",1,0,0,0,1,52,7,44,1,0
New York,Deerpark Town,"7,714",11,0,2,0,9,49,8,35,6,0
New York,Delhi Village,"3,094",8,0,1,0,7,22,6,16,0,0
New York,Depew Village,"15,008",15,0,5,2,8,193,27,156,10,1
New York,Deposit Village,"1,524",1,0,0,1,0,10,1,8,1,0
New York,DeWitt Town,"25,000",36,0,3,12,21,608,62,514,32,1
New York,Dexter Village,"1,011",0,0,0,0,0,1,0,1,0,0
New York,Dobbs Ferry Village,"10,990",4,0,0,2,2,44,2,38,4,0
New York,Dryden Village,"2,121",4,0,2,1,1,24,3,21,0,0
New York,Dunkirk,"11,712",21,1,0,5,15,210,37,168,5,0
New York,Durham Town,"2,659",0,0,0,0,0,3,0,3,0,0
New York,East Aurora-Aurora Town,"13,785",2,0,0,1,1,67,10,52,5,0
New York,Eastchester Town,"20,073",3,0,0,2,1,67,8,52,7,0
New York,East Greenbush Town,"16,324",10,0,1,2,7,400,37,358,5,0
New York,East Rochester Village,"6,522",6,0,0,1,5,69,18,47,4,0
New York,Eden Town,"7,621",2,0,1,0,1,36,8,25,3,0
New York,Ellenville Village,"3,980",9,0,0,1,8,50,4,44,2,0
New York,Ellicott Town,"5,014",13,0,2,2,9,241,30,210,1,0
New York,Ellicottville,"1,575",0,0,0,0,0,9,2,7,0,0
New York,Elmira,"26,958",83,1,0,40,42,831,172,643,16,0
New York,Elmira Heights Village,"3,819",4,0,0,1,3,73,13,58,2,0
New York,Elmira Town,"5,589",0,0,0,0,0,2,1,1,0,0
New York,Elmsford Village,"5,295",3,0,0,1,2,11,3,8,0,0
New York,Evans Town,"16,118",20,0,6,4,10,171,8,154,9,1
New York,Fairport Village,"5,334",2,0,0,1,1,24,1,22,1,0
New York,Fishkill Town,"21,307",8,0,0,2,6,190,5,184,1,
New York,Fishkill Village,"2,071",1,0,0,0,1,20,1,19,0,0
New York,Floral Park Village,"15,927",8,0,0,4,4,26,2,22,2,0
New York,Florida Village,"2,851",0,0,0,0,0,5,3,2,0,0
New York,Fort Edward Village,"3,253",2,0,2,0,0,4,2,2,0,0
New York,Fort Plain Village,"2,224",9,0,4,0,5,53,7,46,0,0
New York,Frankfort Town,"4,817",3,0,1,0,2,20,3,16,1,1
New York,Frankfort Village,"2,432",6,0,1,0,5,12,1,9,2,0
New York,Franklinville Village,"1,632",0,0,0,0,0,2,0,2,0,0
New York,Freeport Village,"43,064",72,0,1,23,48,428,45,361,22,0
New York,Friendship Town,"1,869",0,0,0,0,0,8,3,5,0,0
New York,Galway Village,194,0,0,0,0,0,0,0,0,0,0
New York,Garden City Village,"22,514",9,0,0,3,6,267,25,234,8,1
New York,Gates Town,"28,366",55,0,11,11,33,776,66,669,41,2
New York,Geddes Town,"10,038",4,0,0,2,2,162,22,135,5,0
New York,Geneseo Village,"8,158",3,0,3,0,0,83,7,76,0,1
New York,Geneva,"12,708",20,0,8,4,8,234,47,185,2,1
New York,Glen Cove,"27,228",5,0,0,4,1,84,5,77,2,0
New York,Glen Park Village,481,0,0,0,0,0,0,0,0,0,0
New York,Glens Falls,"14,306",28,0,8,1,19,100,18,80,2,1
New York,Glenville Town,"21,634",12,0,5,0,7,309,23,281,5,0
New York,Gloversville,"14,738",66,0,24,2,40,401,36,349,16,1
New York,Goshen Town,"8,798",2,0,0,0,2,27,3,23,1,0
New York,Goshen Village,"5,337",2,0,0,0,2,29,5,23,1,0
New York,Gowanda Village,"2,575",4,0,0,0,4,26,2,24,0,0
New York,Granville Village,"2,422",3,0,0,1,2,12,3,9,0,0
New York,Great Neck Estates Village,"2,884",0,0,0,0,0,12,8,1,3,0
New York,Greece Town,"95,777",167,0,27,43,97,"1,847",194,"1,576",77,2
New York,Greenburgh Town,"45,040",43,0,8,8,27,438,22,403,13,0
New York,Greene Village,"1,415",0,0,0,0,0,22,5,16,1,0
New York,Greenport Town,"4,286",0,0,0,0,0,56,0,55,1,0
New York,Greenwich Village,"1,708",0,0,0,0,0,16,3,13,0,0
New York,Greenwood Lake Village,"3,074",2,0,0,0,2,7,2,5,0,0
New York,Groton Village,"2,278",0,0,0,0,0,36,2,34,0,0
New York,Guilderland Town,"34,133",23,0,5,9,9,841,51,785,5,0
New York,Hamburg Town,"46,445",43,2,0,8,33,742,66,659,17,3
New York,Hamburg Village,"9,725",2,0,0,0,2,76,10,63,3,0
New York,Hamilton Village,"4,081",0,0,0,0,0,3,0,3,0,0
New York,Hancock Village,934,2,0,1,0,1,5,1,4,0,0
New York,Harriman Village,"2,439",3,0,0,0,3,28,2,26,0,0
New York,Harrison Town,"27,946",0,0,0,0,0,147,20,120,7,0
New York,Hastings-on-Hudson Village,"7,916",2,0,0,0,2,58,4,53,1,1
New York,Hempstead Village,"55,404",297,7,11,101,178,579,120,348,111,2
New York,Herkimer Village,"7,291",41,0,11,2,28,201,19,179,3,0
New York,Highlands Town,"8,444",0,0,0,0,0,7,2,5,0,0
New York,Holley Village,"1,676",1,0,1,0,0,9,4,5,0,2
New York,Homer Village,"3,100",1,0,0,0,1,2,0,2,0,0
New York,Hoosick Falls Village,"3,359",5,0,0,0,5,21,3,17,1,0
New York,Horseheads Village,"6,390",4,0,1,1,2,101,8,91,2,0
New York,Hudson Falls Village,"7,023",14,0,4,0,10,45,8,35,2,1
New York,Huntington Bay Village,"1,434",0,0,0,0,0,7,0,7,0,0
New York,Hyde Park Town,"20,808",4,0,0,1,3,84,10,73,1,0
New York,Ilion Village,"7,685",38,0,14,2,22,163,21,136,6,0
New York,Independence Town,"1,137",2,0,0,0,2,4,1,3,0,0
New York,Inlet Town,302,0,0,0,0,0,1,1,0,0,0
New York,Irvington Village,"6,506",0,0,0,0,0,33,3,28,2,0
New York,Ithaca,"31,122",41,1,5,9,26,840,56,768,16,2
New York,Jamestown,"29,102",199,0,31,19,149,863,203,621,39,13
New York,Johnson City Village,"14,196",61,1,19,10,31,765,76,681,8,1
New York,Johnstown,"8,198",13,0,8,0,5,138,13,123,2,1
New York,Jordan Village,"1,298",0,0,0,0,0,0,0,0,0,0
New York,Kenmore Village,"15,025",11,0,0,4,7,175,23,147,5,0
New York,Kensington Village,"1,189",0,0,0,0,0,5,0,3,2,0
New York,Kent Town,"13,235",5,0,4,1,0,27,2,23,2,1
New York,Kings Point Village,"5,312",2,0,0,1,1,24,4,2,18,0
New York,Kingston,"22,844",68,2,13,10,43,498,59,419,20,2
New York,Kirkland Town,"8,329",0,0,0,0,0,4,0,3,1,0
New York,Lackawanna,"17,724",81,0,12,9,60,378,53,291,34,1
New York,Lake Placid Village,"2,369",3,0,2,1,0,19,3,16,0,0
New York,Lake Success Village,"3,153",0,0,0,0,0,16,2,12,2,0
New York,Lakewood-Busti,"7,193",5,0,2,2,1,332,42,284,6,1
New York,Lancaster Town,"37,571",21,0,5,8,8,398,37,351,10,0
New York,Larchmont Village,"6,096",2,0,1,1,0,84,2,78,4,0
New York,Lewisboro Town,"12,582",0,0,0,0,0,0,0,0,0,0
New York,Lewiston Town and Village,"15,763",4,0,2,0,2,87,4,72,11,3
New York,Liberty Village,"4,083",29,0,7,4,18,119,15,103,1,0
New York,Little Falls,"4,642",15,0,2,1,12,39,4,34,1,2
New York,Liverpool Village,"2,202",0,0,0,0,0,9,0,8,1,0
New York,Lloyd Harbor Village,"3,667",3,0,0,0,3,7,0,6,1,0
New York,Lloyd Town,"10,463",7,0,2,1,4,99,9,88,2,0
New York,Long Beach,"33,552",19,0,0,2,17,66,5,53,8,1
New York,Lowville Village,"3,315",3,0,0,0,3,14,2,12,0,0
New York,Lynbrook Village,"19,492",13,0,2,2,9,95,8,81,6,0
New York,Macedon Town and Village,"8,877",5,0,2,0,3,72,6,63,3,0
New York,Malone Village,"5,581",12,0,6,1,5,112,12,96,4,0
New York,Malverne Village,"8,514",2,0,0,0,2,10,3,7,0,0
New York,Mamaroneck Town,"12,088",2,0,0,0,2,79,10,67,2,0
New York,Mamaroneck Village,"19,183",16,0,1,2,13,157,21,122,14,0
New York,Manchester Village,"1,618",0,0,0,0,0,0,0,0,0,0
New York,Manlius Town,"24,168",19,0,5,4,10,254,24,216,14,2
New York,Marcellus Village,"1,717",0,0,0,0,0,4,0,4,0,0
New York,Marlborough Town,"8,601",3,0,0,0,3,45,4,37,4,0
New York,Massena Village,"10,177",11,0,0,3,8,246,29,209,8,0
New York,Maybrook Village,"3,791",1,0,0,0,1,7,2,4,1,0
New York,Mechanicville,"5,072",7,0,0,0,7,32,6,23,3,0
New York,Medina Village,"5,631",12,0,2,3,7,90,20,66,4,4
New York,Menands Village,"3,885",4,0,0,1,3,92,14,74,4,0
New York,Middleport Village,"1,745",1,0,0,0,1,10,2,8,0,0
New York,Middletown,"27,801",87,3,16,16,52,308,45,249,14,2
New York,Millerton Village,"2,958",0,0,0,0,0,10,6,3,1,0
New York,Mohawk Village,"2,533",3,0,1,0,2,24,4,20,0,1
New York,Monroe Village,"8,593",7,0,0,1,6,119,4,114,1,1
New York,Montgomery Village,"4,621",0,0,0,0,0,13,1,12,0,0
New York,Monticello Village,"6,392",25,0,2,4,19,113,27,82,4,0
New York,Moravia Village,"1,200",0,0,0,0,0,11,1,10,0,
New York,Moriah Town,"4,557",1,0,0,0,1,1,0,1,0,0
New York,Mount Hope Town,"6,624",1,0,0,0,1,6,0,6,0,0
New York,Mount Vernon,"67,619",381,2,20,98,261,842,91,642,109,6
New York,Nassau Village,"1,101",0,0,0,0,0,7,1,6,0,0
New York,Newark Village,"8,799",28,0,2,10,16,228,20,202,6,0
New York,New Berlin Town,"1,510",0,0,0,0,0,15,2,12,1,0
New York,Newburgh,"28,070",317,3,19,82,213,640,137,484,19,3
New York,Newburgh Town,"31,128",22,0,2,6,14,911,34,864,13,4
New York,New Castle Town,"17,896",1,0,0,0,1,53,5,48,0,0
New York,New Hartford Town and Village,"20,294",17,0,2,6,9,617,21,587,9,3
New York,New Rochelle,"78,936",98,0,9,34,55,762,35,696,31,
New York,New Windsor Town,"27,971",28,2,3,1,22,271,34,235,2,2
New York,New York,"8,379,043","47,821",319,"2,770","13,396","31,336","122,299","9,846","106,931","5,522",
New York,New York Mills Village,"3,217",0,0,0,0,0,39,5,32,2,0
New York,Niagara Falls,"47,900",431,2,32,101,296,"1,848",266,"1,471",111,25
New York,Niagara Town,"7,958",4,0,0,2,2,212,9,194,9,1
New York,Niskayuna Town,"22,407",11,0,1,4,6,308,23,275,10,0
New York,Nissequogue Village,"1,731",0,0,0,0,0,5,1,3,1,0
New York,Norfolk Town,"4,375",1,0,0,0,1,4,2,2,0,0
New York,North Castle Town,"12,248",4,0,0,0,4,75,5,66,4,0
New York,Northport Village,"7,288",0,0,0,0,0,7,0,7,0,0
New York,North Syracuse Village,"6,637",14,0,0,5,9,70,5,61,4,0
New York,North Tonawanda,"30,228",44,0,11,13,20,351,47,288,16,1
New York,Norwich,"6,581",28,0,15,0,13,186,31,153,2,0
New York,Norwood Village,"1,553",2,0,0,0,2,6,2,4,0,1
New York,Ocean Beach Village,83,0,0,0,0,0,9,0,9,0,0
New York,Ogdensburg,"10,484",36,0,3,2,31,296,56,237,3,2
New York,Ogden Town,"20,144",10,1,0,2,7,141,2,129,10,0
New York,Old Brookville Village,"2,202",1,0,0,0,1,45,9,27,9,0
New York,Old Westbury Village,"4,752",1,0,0,0,1,47,13,20,14,1
New York,Olean,"13,499",45,0,9,4,32,310,36,266,8,2
New York,Oneida,"10,864",41,0,15,4,22,372,44,326,2,0
New York,Oneonta City,"13,915",34,0,10,3,21,145,29,108,8,1
New York,Orangetown Town,"37,371",34,0,5,12,17,265,27,234,4,1
New York,Orchard Park Town,"29,599",24,0,9,4,11,345,31,306,8,0
New York,Oriskany Village,"1,329",0,0,0,0,0,10,0,10,0,0
New York,Ossining Village,"24,991",20,1,1,4,14,157,13,141,3,0
New York,Oswego City,"17,239",51,0,17,4,30,583,56,503,24,1
New York,Owego Village,"3,887",17,0,8,2,7,114,19,94,1,0
New York,Oxford Village,"1,379",0,0,0,0,0,2,0,2,0,
New York,Oyster Bay Cove Village,"4,296",1,0,0,0,1,7,1,4,2,0
New York,Painted Post Village,"1,953",1,0,0,0,1,8,3,4,1,0
New York,Palmyra Village,"3,316",4,0,2,1,1,7,0,6,1,0
New York,Peekskill,"24,243",30,0,1,7,22,209,7,196,6,0
New York,Pelham Manor Village,"5,567",7,0,0,2,5,149,10,134,5,0
New York,Pelham Village,"6,911",4,0,0,1,3,45,3,41,1,0
New York,Penn Yan Village,"4,910",5,0,4,0,1,51,8,42,1,1
New York,Perry Village,"3,442",4,0,3,0,1,36,7,27,2,0
New York,Philmont Village,"1,260",0,0,0,0,0,3,0,3,0,0
New York,Phoenix Village,"2,242",4,0,0,0,4,15,0,15,0,0
New York,Piermont Village,"2,538",0,0,0,0,0,4,1,3,0,0
New York,Pine Plains Town,"2,402",0,0,0,0,0,0,0,0,0,0
New York,Plattekill Town,"10,160",2,0,0,0,2,22,7,15,0,0
New York,Plattsburgh City,"19,367",36,0,13,1,22,243,22,219,2,3
New York,Pleasantville Village,"7,261",6,3,0,3,0,38,3,35,0,0
New York,Port Chester Village,"29,317",21,1,2,7,11,200,18,172,10,1
New York,Port Jervis,"8,523",37,1,7,3,26,137,14,117,6,1
New York,Port Washington,"19,396",6,0,0,2,4,91,6,82,3,1
New York,Potsdam Village,"8,917",2,0,0,1,1,67,8,58,1,0
New York,Poughkeepsie,"30,422",235,3,26,63,143,513,73,402,38,5
New York,Poughkeepsie Town,"38,889",70,2,12,20,36,991,65,893,33,3
New York,Pound Ridge Town,"5,159",1,0,1,0,0,34,2,32,0,0
New York,Pulaski Village,"2,227",0,0,0,0,0,22,2,20,0,0
New York,Quogue Village,"1,015",1,0,0,0,1,29,0,28,1,1
New York,Ramapo Town,"94,633",68,1,16,5,46,436,36,380,20,4
New York,Red Hook Village,"1,956",1,0,0,0,1,38,9,29,0,0
New York,Rhinebeck Village,"2,556",1,0,0,0,1,21,3,18,0,0
New York,Riverhead Town,"33,536",33,1,3,10,19,568,43,516,9,4
New York,Rochester,"205,769","1,540",33,102,429,976,"7,142","1,269","5,222",651,83
New York,Rockville Centre Village,"24,669",10,0,0,3,7,175,19,139,17,0
New York,Rome,"32,019",54,1,8,11,34,524,84,416,24,2
New York,Rosendale Town,"5,826",1,0,0,0,1,26,3,23,0,0
New York,Rotterdam Town,"29,855",32,0,4,3,25,754,54,669,31,0
New York,Rye,"15,756",1,0,0,1,0,15,1,11,3,0
New York,Rye Brook Village,"9,530",0,0,0,0,0,69,6,58,5,0
New York,Sackets Harbor Village,"1,413",0,0,0,0,0,0,0,0,0,0
New York,Sag Harbor Village,"2,298",0,0,0,0,0,0,0,0,0,0
New York,Salamanca,"5,439",24,0,0,4,20,54,8,43,3,1
New York,Sands Point Village,"2,912",1,0,1,0,0,29,5,12,12,0
New York,Saranac Lake Village,"5,221",4,0,2,0,2,35,8,26,1,0
New York,Saratoga Springs,"28,186",64,0,19,5,40,448,51,390,7,3
New York,Saugerties Town,"19,095",27,0,8,0,19,165,28,132,5,1
New York,Scarsdale Village,"17,954",6,0,0,0,6,117,12,104,1,0
New York,Schenectady,"65,504",528,3,56,133,336,"1,770",248,"1,392",130,20
New York,Schodack Town,"11,722",9,0,2,2,5,74,11,59,4,0
New York,Schoharie Village,818,0,0,0,0,0,0,0,0,0,0
New York,Scotia Village,"7,641",15,0,4,5,6,111,11,94,6,0
New York,Seneca Falls Town,"8,632",9,0,3,1,5,205,15,187,3,0
New York,Shandaken Town,"2,947",0,0,0,0,0,9,1,8,0,0
New York,Shawangunk Town,"13,853",2,0,1,0,1,41,8,30,3,0
New York,Sherburne Village,"1,302",0,0,0,0,0,13,0,13,0,0
New York,Sherrill,"2,991",0,0,0,0,0,6,3,3,0,0
New York,Shortsville Village,"1,419",0,0,0,0,0,1,0,1,0,0
New York,Sidney Village,"3,573",16,0,6,2,8,119,7,109,3,1
New York,Skaneateles Village,"2,464",0,0,0,0,0,40,1,39,0,0
New York,Sleepy Hollow Village,"10,080",0,0,0,0,0,0,0,0,0,0
New York,Solvay Village,"6,227",13,0,2,1,10,65,17,40,8,0
New York,Southampton Town,"51,090",46,0,9,6,31,474,42,411,21,0
New York,Southampton Village,"3,326",1,0,0,0,1,48,6,38,4,0
New York,South Glens Falls Village,"3,677",4,0,0,1,3,35,3,31,1,0
New York,Southold Town,"19,915",15,0,4,0,11,209,30,172,7,2
New York,Spring Valley Village,"32,367",115,1,15,38,61,425,40,380,5,2
New York,Stillwater Town,"7,300",1,0,1,0,0,16,1,14,1,0
New York,St. Johnsville Village,"1,679",1,0,0,0,1,22,1,20,1,0
New York,Stony Point Town,"15,413",10,0,4,1,5,51,9,41,1,1
New York,Syracuse,"142,438","1,129",19,105,246,759,"4,464",850,"3,051",563,39
New York,Tarrytown Village,"11,416",6,0,2,2,2,58,14,38,6,0
New York,Theresa Village,788,0,0,0,0,0,0,0,0,0,0
New York,Ticonderoga Town,"4,790",10,0,0,1,9,30,3,23,4,1
New York,Tonawanda,"14,754",38,0,11,4,23,188,20,158,10,0
New York,Tonawanda Town,"56,717",83,4,5,34,40,725,132,552,41,4
New York,Troy,"49,286",296,3,25,73,195,"1,365",225,"1,035",105,11
New York,Trumansburg Village,"1,757",1,0,1,0,0,31,2,29,0,0
New York,Tuckahoe Village,"6,584",0,0,0,0,0,28,3,21,4,0
New York,Tuxedo Town,"2,901",0,0,0,0,0,1,1,0,0,0
New York,Ulster Town,"12,625",16,1,4,2,9,208,15,190,3,0
New York,Utica,"59,842",374,6,31,143,194,"1,986",261,"1,635",90,16
New York,Vernon Village,"1,156",0,0,0,0,0,6,0,6,0,0
New York,Walden Village,"6,670",2,0,0,0,2,36,2,32,2,0
New York,Wallkill Town,"29,236",37,0,2,8,27,557,27,514,16,0
New York,Warsaw Village,"3,251",5,0,2,0,3,43,4,36,3,0
New York,Washingtonville Village,"5,740",1,0,0,0,1,20,2,17,1,0
New York,Waterford Town and Village,"8,574",2,0,0,0,2,27,10,13,4,0
New York,Waterloo Village,"4,885",0,0,0,0,0,51,11,38,2,0
New York,Watertown,"25,102",154,0,57,14,83,887,108,743,36,6
New York,Watervliet,"9,954",44,0,5,7,32,198,25,162,11,2
New York,Watkins Glen Village,"1,905",1,0,0,0,1,24,3,21,0,0
New York,Waverly Village,"4,119",3,0,1,0,2,10,2,8,0,0
New York,Webb Town,"1,790",1,0,0,0,1,3,0,2,1,0
New York,Weedsport Village,"1,711",0,0,0,0,0,14,2,12,0,0
New York,Wellsville Village,"4,366",9,0,6,0,3,32,2,30,0,0
New York,West Carthage Village,"1,957",0,0,0,0,0,10,1,9,0,0
New York,Westfield Village,"2,981",0,0,0,0,0,11,0,11,0,0
New York,Westhampton Beach Village,"1,811",0,0,0,0,0,26,4,21,1,1
New York,West Seneca Town,"45,399",67,1,16,13,37,601,83,491,27,1
New York,Whitestown Town,"9,096",0,0,0,0,0,28,5,14,9,0
New York,Windham Town,"1,675",2,0,0,0,2,5,1,4,0,0
New York,Woodbury Town,"11,006",3,0,0,1,2,460,5,450,5,0
New York,Woodridge Village,776,4,0,0,1,3,17,8,9,0,0
New York,Woodstock Town,"5,781",3,0,0,1,2,32,7,24,1,1
New York,Yonkers,"200,075",708,6,42,224,436,"1,826",208,"1,466",152,15
New York,Yorktown Town,"36,426",8,0,1,3,4,214,20,186,8,0
New York,Youngstown Village,"1,879",0,0,0,0,0,3,0,3,0,0
North Carlina,Aberdeen,"7,892",41,0,3,7,31,301,54,229,18,0
North Carlina,Ahoskie,"4,772",56,2,1,20,33,253,68,174,11,2
North Carlina,Albemarle,"16,134",146,1,4,23,118,882,179,667,36,14
North Carlina,Apex,"56,276",53,0,13,3,37,527,79,432,16,0
North Carlina,Asheville,"93,641",695,6,59,163,467,"5,923",833,"4,552",538,20
North Carlina,Atlantic Beach,"1,506",9,0,3,1,5,114,43,66,5,1
North Carlina,Bailey,560,2,1,1,0,0,15,7,8,0,0
North Carlina,Bald Head Island,182,0,0,0,0,0,24,4,19,1,0
North Carlina,Banner Elk,"1,101",5,0,1,1,3,11,2,8,1,0
North Carlina,Beech Mountain,324,0,0,0,0,0,15,6,9,0,0
